table_name,year_value,year_unit,year_start_month,month,variable,commodity_element,market_segment,geographic_extent,value,unit
"Table C-17--Oranges: Price received by growers - equivalent on-tree returns, monthly, United States, 1980/81 to date",2007/08,Marketing year,September,February,Price received by growers - equivalent on-tree returns,Oranges,All,United States,6.13,dollars per box
"Table C-17--Oranges: Price received by growers - equivalent on-tree returns, monthly, United States, 1980/81 to date",2007/08,Marketing year,September,March,Price received by growers - equivalent on-tree returns,Oranges,All,United States,6.75,dollars per box
"Table C-17--Oranges: Price received by growers - equivalent on-tree returns, monthly, United States, 1980/81 to date",2007/08,Marketing year,September,April,Price received by growers - equivalent on-tree returns,Oranges,All,United States,6.88,dollars per box
"Table C-17--Oranges: Price received by growers - equivalent on-tree returns, monthly, United States, 1980/81 to date",2007/08,Marketing year,September,May,Price received by growers - equivalent on-tree returns,Oranges,All,United States,7.24,dollars per box
"Table C-17--Oranges: Price received by growers - equivalent on-tree returns, monthly, United States, 1980/81 to date",2007/08,Marketing year,September,June,Price received by growers - equivalent on-tree returns,Oranges,All,United States,7.22,dollars per box
"Table C-17--Oranges: Price received by growers - equivalent on-tree returns, monthly, United States, 1980/81 to date",2007/08,Marketing year,September,July,Price received by growers - equivalent on-tree returns,Oranges,All,United States,5.55,dollars per box
"Table C-17--Oranges: Price received by growers - equivalent on-tree returns, monthly, United States, 1980/81 to date",2007/08,Marketing year,September,August,Price received by growers - equivalent on-tree returns,Oranges,All,United States,4.32,dollars per box
"Table C-17--Oranges: Price received by growers - equivalent on-tree returns, monthly, United States, 1980/81 to date",2008/09,Marketing year,September,September,Price received by growers - equivalent on-tree returns,Oranges,All,United States,5.92,dollars per box
"Table C-17--Oranges: Price received by growers - equivalent on-tree returns, monthly, United States, 1980/81 to date",2008/09,Marketing year,September,October,Price received by growers - equivalent on-tree returns,Oranges,All,United States,5.44,dollars per box
"Table C-17--Oranges: Price received by growers - equivalent on-tree returns, monthly, United States, 1980/81 to date",2008/09,Marketing year,September,November,Price received by growers - equivalent on-tree returns,Oranges,All,United States,7.97,dollars per box
"Table C-17--Oranges: Price received by growers - equivalent on-tree returns, monthly, United States, 1980/81 to date",2008/09,Marketing year,September,December,Price received by growers - equivalent on-tree returns,Oranges,All,United States,5.78,dollars per box
"Table C-17--Oranges: Price received by growers - equivalent on-tree returns, monthly, United States, 1980/81 to date",2008/09,Marketing year,September,January,Price received by growers - equivalent on-tree returns,Oranges,All,United States,6,dollars per box
"Table C-17--Oranges: Price received by growers - equivalent on-tree returns, monthly, United States, 1980/81 to date",2008/09,Marketing year,September,February,Price received by growers - equivalent on-tree returns,Oranges,All,United States,6.08,dollars per box
"Table C-17--Oranges: Price received by growers - equivalent on-tree returns, monthly, United States, 1980/81 to date",2008/09,Marketing year,September,March,Price received by growers - equivalent on-tree returns,Oranges,All,United States,7.08,dollars per box
"Table C-17--Oranges: Price received by growers - equivalent on-tree returns, monthly, United States, 1980/81 to date",2008/09,Marketing year,September,April,Price received by growers - equivalent on-tree returns,Oranges,All,United States,6.8,dollars per box
"Table C-17--Oranges: Price received by growers - equivalent on-tree returns, monthly, United States, 1980/81 to date",2008/09,Marketing year,September,May,Price received by growers - equivalent on-tree returns,Oranges,All,United States,6.84,dollars per box
"Table C-17--Oranges: Price received by growers - equivalent on-tree returns, monthly, United States, 1980/81 to date",2008/09,Marketing year,September,June,Price received by growers - equivalent on-tree returns,Oranges,All,United States,7.22,dollars per box
"Table C-17--Oranges: Price received by growers - equivalent on-tree returns, monthly, United States, 1980/81 to date",2008/09,Marketing year,September,July,Price received by growers - equivalent on-tree returns,Oranges,All,United States,7.97,dollars per box
"Table C-17--Oranges: Price received by growers - equivalent on-tree returns, monthly, United States, 1980/81 to date",2008/09,Marketing year,September,August,Price received by growers - equivalent on-tree returns,Oranges,All,United States,8.7,dollars per box
"Table C-17--Oranges: Price received by growers - equivalent on-tree returns, monthly, United States, 1980/81 to date",2009/10,Marketing year,September,September,Price received by growers - equivalent on-tree returns,Oranges,All,United States,NA,dollars per box
"Table C-17--Oranges: Price received by growers - equivalent on-tree returns, monthly, United States, 1980/81 to date",2009/10,Marketing year,September,October,Price received by growers - equivalent on-tree returns,Oranges,All,United States,NA,dollars per box
"Table C-17--Oranges: Price received by growers - equivalent on-tree returns, monthly, United States, 1980/81 to date",2009/10,Marketing year,September,November,Price received by growers - equivalent on-tree returns,Oranges,All,United States,11.01,dollars per box
"Table C-17--Oranges: Price received by growers - equivalent on-tree returns, monthly, United States, 1980/81 to date",2009/10,Marketing year,September,December,Price received by growers - equivalent on-tree returns,Oranges,All,United States,6.39,dollars per box
"Table C-17--Oranges: Price received by growers - equivalent on-tree returns, monthly, United States, 1980/81 to date",2009/10,Marketing year,September,January,Price received by growers - equivalent on-tree returns,Oranges,All,United States,6.65,dollars per box
"Table C-17--Oranges: Price received by growers - equivalent on-tree returns, monthly, United States, 1980/81 to date",2009/10,Marketing year,September,February,Price received by growers - equivalent on-tree returns,Oranges,All,United States,6.97,dollars per box
"Table C-17--Oranges: Price received by growers - equivalent on-tree returns, monthly, United States, 1980/81 to date",2009/10,Marketing year,September,March,Price received by growers - equivalent on-tree returns,Oranges,All,United States,8.18,dollars per box
"Table C-17--Oranges: Price received by growers - equivalent on-tree returns, monthly, United States, 1980/81 to date",2009/10,Marketing year,September,April,Price received by growers - equivalent on-tree returns,Oranges,All,United States,8.08,dollars per box
"Table C-17--Oranges: Price received by growers - equivalent on-tree returns, monthly, United States, 1980/81 to date",2009/10,Marketing year,September,May,Price received by growers - equivalent on-tree returns,Oranges,All,United States,8.57,dollars per box
"Table C-17--Oranges: Price received by growers - equivalent on-tree returns, monthly, United States, 1980/81 to date",2009/10,Marketing year,September,June,Price received by growers - equivalent on-tree returns,Oranges,All,United States,9.01,dollars per box
"Table C-17--Oranges: Price received by growers - equivalent on-tree returns, monthly, United States, 1980/81 to date",2009/10,Marketing year,September,July,Price received by growers - equivalent on-tree returns,Oranges,All,United States,9.92,dollars per box
"Table C-17--Oranges: Price received by growers - equivalent on-tree returns, monthly, United States, 1980/81 to date",2009/10,Marketing year,September,August,Price received by growers - equivalent on-tree returns,Oranges,All,United States,6.88,dollars per box
"Table C-17--Oranges: Price received by growers - equivalent on-tree returns, monthly, United States, 1980/81 to date",2010/11,Marketing year,September,September,Price received by growers - equivalent on-tree returns,Oranges,All,United States,6.88,dollars per box
